statementId,title,pool,side,direction,actor,tx,block,logIndex,timestamp,amountIn,inputAsset,amountOut,outputAsset,nominalFeeInput,tAmount,outcomeAmount
"0x8594060552f0d9bf4b2ae4ef9aba4693c0b7a3ffcaea2b17d9608aa791f767bb","External universal claim","0xa64E88d745eF7BF9522d7E02AE591B7fefCD1c40","NO","Sell","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0x6cb2a397da0281e718bd49a03894ba4eec46ea3417d162408e39513519180828","211","4","1789010218","1000000000000000000","NO","586932657647886630","T","3000000000000000","586932657647886630","1000000000000000000"
"0x8594060552f0d9bf4b2ae4ef9aba4693c0b7a3ffcaea2b17d9608aa791f767bb","External universal claim","0xa64E88d745eF7BF9522d7E02AE591B7fefCD1c40","NO","Buy","0x70997970C51812dc3A010C7d01b50e0d17dc79C8","0xc0f702fb1faffc191802b20c8ae88a1bf68cb0baed3a10345835f5aacec26ed2","209","3","1789010167","2000000000000000000","T","3626443575520596526","NO","6000000000000000","2000000000000000000","3626443575520596526"
