statementId,title,pool,side,direction,actor,tx,block,logIndex,timestamp,amountIn,inputAsset,amountOut,outputAsset,nominalFeeInput,tAmount,outcomeAmount
"0x6624a45383aa60c6444d0d639e4aa8f17a601fc17bfcdd6aaef4b1b2bf573d0f","Arbitrage QA · False theorem recorded as FALSE","0x0D90773e4e9Dd71942D48250694654A94156A1d9","NO","Sell","0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC","0xada7d7a20a0bd3040f6de66ba327e28289b7a1ba0b2623137a14f121ce6201da","242","24","1789034470","10000000000000000000","NO","3990394236541925155","T","30000000000000000","3990394236541925155","10000000000000000000"
"0x6624a45383aa60c6444d0d639e4aa8f17a601fc17bfcdd6aaef4b1b2bf573d0f","Arbitrage QA · False theorem recorded as FALSE","0x953E3A35cf894359778e8aB7160eD7d061F23899","YES","Sell","0x3C44CdDdB6a900fa2b585dd299e03d12FA4293BC","0xada7d7a20a0bd3040f6de66ba327e28289b7a1ba0b2623137a14f121ce6201da","242","18","1789034470","10000000000000000000","YES","8158008425366233318","T","30000000000000000","8158008425366233318","10000000000000000000"
